REGN,NAME_B,NUM_SC,DT,A_P,IITG_RUB,Применяется
435,СПБ Банк,99996,2025-01-01,1,5885861000.0,
435,СПБ Банк,706,2025-01-01,1,118375253000.0,
435,СПБ Банк,306,2025-01-01,1,16052975000.0,
435,СПБ Банк,301,2025-01-01,1,10076788000.0,
435,СПБ Банк,ITGAP,2025-01-01,1,0.0,
435,СПБ Банк,470,2025-01-01,1,0.0,Да
2170,НАЦИОНАЛЬНЫЙ РЕЗЕРВНЫЙ БАНК,47.1,2025-01-01,1,2807310000.0,
2170,НАЦИОНАЛЬНЫЙ РЕЗЕРВНЫЙ БАНК,612,2025-01-01,1,0.0,
2170,НАЦИОНАЛЬНЫЙ РЕЗЕРВНЫЙ БАНК,302,2025-01-01,1,137572000.0,
2816,БАНК СГБ,619,2025-01-01,1,64578000.0,
2816,БАНК СГБ,458,2025-01-01,1,543793000.0,Да
2816,БАНК СГБ,301,2025-01-01,1,3819669000.0,
2816,БАНК СГБ,502,2025-01-01,1,3754320000.0,
2170,НАЦИОНАЛЬНЫЙ РЕЗЕРВНЫЙ БАНК,ITGAP,2025-01-01,1,448344263000.0,
2170,НАЦИОНАЛЬНЫЙ РЕЗЕРВНЫЙ БАНК,99998,2025-01-01,1,89907489000.0,
2170,НАЦИОНАЛЬНЫЙ РЕЗЕРВНЫЙ БАНК,475,2025-01-01,1,69359000.0,
2170,НАЦИОНАЛЬНЫЙ РЕЗЕРВНЫЙ БАНК,90.6,2025-01-01,1,291148000.0,
2170,НАЦИОНАЛЬНЫЙ РЕЗЕРВНЫЙ БАНК,610,2025-01-01,1,13925000.0,
2170,НАЦИОНАЛЬНЫЙ РЕЗЕРВНЫЙ БАНК,706,2025-01-01,1,186103070000.0,
2225,ЦЕНТР-ИНВЕСТ,304,2025-01-01,1,11669000.0,
2103,МУНИЦИПАЛЬНЫЙ КАМЧАТПРОФИТБАНК,301,2025-01-01,1,825419000.0,
2103,МУНИЦИПАЛЬНЫЙ КАМЧАТПРОФИТБАНК,306,2025-01-01,1,13000.0,
2772,ЮГ-ИНВЕСТБАНК,111,2025-01-01,1,100010000.0,
2772,ЮГ-ИНВЕСТБАНК,619,2025-01-01,1,126217000.0,
2772,ЮГ-ИНВЕСТБАНК,47.1,2025-01-01,1,16011000.0,
2772,ЮГ-ИНВЕСТБАНК,90.5,2025-01-01,1,21625703000.0,
2772,ЮГ-ИНВЕСТБАНК,604,2025-01-01,1,454243000.0,
2772,ЮГ-ИНВЕСТБАНК,319,2025-01-01,1,3050000000.0,
2772,ЮГ-ИНВЕСТБАНК,60.0,2025-01-01,1,18183000.0,
2225,ЦЕНТР-ИНВЕСТ,474,2025-01-01,1,2692710000.0,
2225,ЦЕНТР-ИНВЕСТ,99996,2025-01-01,1,0.0,
2225,ЦЕНТР-ИНВЕСТ,610,2025-01-01,1,25055000.0,
3535,ЭЛПЛАТ,604,2025-01-01,1,2864000.0,
3535,ЭЛПЛАТ,60.0,2025-01-01,1,344000.0,
3535,ЭЛПЛАТ,319,2025-01-01,1,202000000.0,
2103,МУНИЦИПАЛЬНЫЙ КАМЧАТПРОФИТБАНК,706,2025-01-01,1,2063904000.0,
2650,НООСФЕРА,304,2025-01-01,1,209000.0,
2650,НООСФЕРА,ITGAP,2025-01-01,1,0.0,
2650,НООСФЕРА,442,2025-01-01,1,0.0,
328,РОССИЯ,319,2025-01-01,1,16000000000.0,
1067,РЕАЛИСТ,706,2025-01-01,1,59572912000.0,
1966,НБД-БАНК,32.2,2025-01-01,1,800000000.0,
256,ГУТА-БАНК,ITGAP,2025-01-01,1,18813765000.0,
256,ГУТА-БАНК,609,2025-01-01,1,119711000.0,
256,ГУТА-БАНК,706,2025-01-01,1,7863324000.0,
256,ГУТА-БАНК,604,2025-01-01,1,274795000.0,
256,ГУТА-БАНК,60.0,2025-01-01,1,49090000.0,
598,ВЕЛИКИЕ ЛУКИ БАНК,ITGAP,2025-01-01,1,2107506000.0,
598,ВЕЛИКИЕ ЛУКИ БАНК,608,2025-01-01,1,19403000.0,
2761,АМАНАТ,608,2025-01-01,1,85484000.0,
1966,НБД-БАНК,939,2025-01-01,1,0.0,
1966,НБД-БАНК,609,2025-01-01,1,70802000.0,
354,ГАЗПРОМБАНК,453,2025-01-01,1,1118001000.0,Да
354,ГАЗПРОМБАНК,324,2025-01-01,1,96000000.0,
354,ГАЗПРОМБАНК,941,2025-01-01,1,126526000.0,
354,ГАЗПРОМБАНК,933,2025-01-01,1,166402390000.0,
1307,ЭНЕРГОТРАНСБАНК,474,2025-01-01,1,2288482000.0,
1966,НБД-БАНК,90.6,2025-01-01,1,615911000.0,
1966,НБД-БАНК,106,2025-01-01,1,679043000.0,
1966,НБД-БАНК,502,2025-01-01,1,7306399000.0,
1966,НБД-БАНК,604,2025-01-01,1,1536224000.0,
354,ГАЗПРОМБАНК,501,2025-01-01,1,61248295000.0,
2761,АМАНАТ,609,2025-01-01,1,4139000.0,
2761,АМАНАТ,301,2025-01-01,1,1709000.0,
2846,СМЛТ,304,2025-01-01,1,20024000.0,
2846,СМЛТ,604,2025-01-01,1,21132000.0,
2846,СМЛТ,90.5,2025-01-01,1,675288000.0,
2846,СМЛТ,319,2025-01-01,1,467000000.0,
2846,СМЛТ,60.0,2025-01-01,1,11133000.0,
3547,ЦЕНТР РАСЧЕТОВ,506,2025-01-01,1,0.0,
2846,СМЛТ,99998,2025-01-01,1,88177000.0,
3547,ЦЕНТР РАСЧЕТОВ,941,2025-01-01,1,0.0,
1659,БАНК ОРАНЖЕВЫЙ,106,2025-01-01,1,3083000.0,
1659,БАНК ОРАНЖЕВЫЙ,301,2025-01-01,1,267721000.0,
1659,БАНК ОРАНЖЕВЫЙ,32.1,2025-01-01,1,500000000.0,
1659,БАНК ОРАНЖЕВЫЙ,90.4,2025-01-01,1,1253926000.0,
1659,БАНК ОРАНЖЕВЫЙ,60.0,2025-01-01,1,5895000.0,
1659,БАНК ОРАНЖЕВЫЙ,474,2025-01-01,1,43315000.0,
170,АВТО ФИНАНС БАНК,608,2025-01-01,1,461482000.0,
354,ГАЗПРОМБАНК,ITGAP,2025-01-01,1,1691000.0,
2846,СМЛТ,ITGAP,2025-01-01,1,4496443000.0,
817,ЗАРЕЧЬЕ,20.0,2025-01-01,1,51521000.0,
85,САММИТ БАНК,319,2025-01-01,1,1235998000.0,
85,САММИТ БАНК,90.6,2025-01-01,1,14038000.0,
85,САММИТ БАНК,454,2025-01-01,1,35652000.0,Да
817,ЗАРЕЧЬЕ,474,2025-01-01,1,50245000.0,
2796,ВЯТИЧ,604,2025-01-01,1,43394000.0,
2085,ТАЙДОН,99998,2025-01-01,1,202622000.0,
2085,ТАЙДОН,458,2025-01-01,1,17290000.0,Да
2085,ТАЙДОН,706,2025-01-01,1,125043000.0,
2085,ТАЙДОН,ITGAP,2025-01-01,1,0.0,
2673,ТБанк,303,2025-01-01,1,257926000.0,
2673,ТБанк,459,2025-01-01,1,53150201000.0,
2673,ТБанк,302,2025-01-01,1,82554835000.0,
2673,ТБанк,474,2025-01-01,1,127535073000.0,
2673,ТБанк,453,2025-01-01,1,0.0,Да
2673,ТБанк,933,2025-01-01,1,22046345000.0,
2673,ТБанк,616,2025-01-01,1,0.0,
2776,АВТОТОРГБАНК,106,2025-01-01,1,108972000.0,
2776,АВТОТОРГБАНК,20.0,2025-01-01,1,1088247000.0,
2776,АВТОТОРГБАНК,608,2025-01-01,1,62420000.0,
2776,АВТОТОРГБАНК,706,2025-01-01,1,11575910000.0,
2776,АВТОТОРГБАНК,459,2025-01-01,1,89329000.0,
2673,ТБанк,506,2025-01-01,1,11067094000.0,
2673,ТБанк,106,2025-01-01,1,16289335000.0,
1067,РЕАЛИСТ,474,2025-01-01,1,1564890000.0,
1067,РЕАЛИСТ,502,2025-01-01,1,854744000.0,
1067,РЕАЛИСТ,319,2025-01-01,1,450000000.0,
3257,РОССИТА-БАНК,301,2025-01-01,1,56466000.0,
3257,РОССИТА-БАНК,319,2025-01-01,1,7000000.0,
3257,РОССИТА-БАНК,ITGAP,2025-01-01,1,0.0,
2673,ТБанк,ITGAP,2025-01-01,1,98040036000.0,
2673,ТБанк,939,2025-01-01,1,28966752000.0,
2673,ТБанк,90.3,2025-01-01,1,1823790000.0,
2673,ТБанк,617,2025-01-01,1,685590000.0,
2673,ТБанк,609,2025-01-01,1,78198855000.0,
3257,РОССИТА-БАНК,302,2025-01-01,1,1493000.0,
2776,АВТОТОРГБАНК,610,2025-01-01,1,7000.0,
2776,АВТОТОРГБАНК,939,2025-01-01,1,0.0,
2776,АВТОТОРГБАНК,32.2,2025-01-01,1,336000.0,
2738,ДЕРЖАВА,459,2025-01-01,1,322100000.0,
2738,ДЕРЖАВА,90.5,2025-01-01,1,365251670000.0,
2738,ДЕРЖАВА,47.1,2025-01-01,1,789000000.0,
2738,ДЕРЖАВА,506,2025-01-01,1,57429000.0,
2738,ДЕРЖАВА,509,2025-01-01,1,7000.0,
1158,КУЗНЕЦКБИЗНЕСБАНК,612,2025-01-01,1,0.0,
2738,ДЕРЖАВА,90.4,2025-01-01,1,9074826000.0,
2776,АВТОТОРГБАНК,90.4,2025-01-01,1,728660000.0,
2776,АВТОТОРГБАНК,609,2025-01-01,1,89778000.0,
2868,КУЗБАССХИМБАНК,619,2025-01-01,1,128431000.0,
2868,КУЗБАССХИМБАНК,106,2025-01-01,1,11759000.0,
2868,КУЗБАССХИМБАНК,706,2025-01-01,1,948188000.0,
2868,КУЗБАССХИМБАНК,90.4,2025-01-01,1,174680000.0,
2868,КУЗБАССХИМБАНК,ITGAP,2025-01-01,1,0.0,
2868,КУЗБАССХИМБАНК,474,2025-01-01,1,76058000.0,
2726,ВЕСТЕРН ЮНИОН ДП ВОСТОК,99998,2025-01-01,1,23000.0,
2726,ВЕСТЕРН ЮНИОН ДП ВОСТОК,610,2025-01-01,1,3234000.0,
2726,ВЕСТЕРН ЮНИОН ДП ВОСТОК,ITGAP,2025-01-01,1,0.0,
2738,ДЕРЖАВА,ITGAP,2025-01-01,1,895222513000.0,
2738,ДЕРЖАВА,475,2025-01-01,1,2007337000.0,
2738,ДЕРЖАВА,109,2025-01-01,1,271543000.0,
2868,КУЗБАССХИМБАНК,32.1,2025-01-01,1,150000000.0,
328,РОССИЯ,454,2025-01-01,1,83788000.0,Да
328,РОССИЯ,60.0,2025-01-01,1,142291175000.0,
330,САРАТОВ,507,2025-01-01,1,24531000.0,
330,САРАТОВ,604,2025-01-01,1,54407000.0,
330,САРАТОВ,90.6,2025-01-01,1,23224000.0,
2546,НОВИКОМБАНК,90.3,2025-01-01,1,7185523000.0,
1281,АРЗАМАС,45.2,2025-01-01,1,98113000.0,
1281,АРЗАМАС,106,2025-01-01,1,110566000.0,
3027,ЯНДЕКС,458,2025-01-01,1,2967615000.0,Да
3027,ЯНДЕКС,451,2025-01-01,1,3659729000.0,Да
3349,РОССЕЛЬХОЗБАНК,940,2025-01-01,1,51311000.0,
3349,РОССЕЛЬХОЗБАНК,324,2025-01-01,1,17722000.0,
3349,РОССЕЛЬХОЗБАНК,90.6,2025-01-01,1,312913602000.0,
3349,РОССЕЛЬХОЗБАНК,466,2025-01-01,1,373000.0,Да
2546,НОВИКОМБАНК,458,2025-01-01,1,6353963000.0,Да
3349,РОССЕЛЬХОЗБАНК,60.0,2025-01-01,1,117482860000.0,
3349,РОССЕЛЬХОЗБАНК,45.2,2025-01-01,1,563176827000.0,
1281,АРЗАМАС,324,2025-01-01,1,41044000.0,
1281,АРЗАМАС,617,2025-01-01,1,32003000.0,
3349,РОССЕЛЬХОЗБАНК,47.1,2025-01-01,1,1849077000.0,
2490,ГЕНБАНК,319,2025-01-01,1,0.0,
2490,ГЕНБАНК,302,2025-01-01,1,737856000.0,
3176,БАЛТИНВЕСТБАНК,619,2025-01-01,1,79460000.0,
3176,БАЛТИНВЕСТБАНК,20.0,2025-01-01,1,3942000.0,
3176,БАЛТИНВЕСТБАНК,459,2025-01-01,1,4586721000.0,
3176,БАЛТИНВЕСТБАНК,304,2025-01-01,1,20453000.0,
3176,БАЛТИНВЕСТБАНК,806,2025-01-01,1,20000.0,
702,НИКО-БАНК,612,2025-01-01,1,0.0,
212,ПРИО-ВНЕШТОРГБАНК,604,2025-01-01,1,973060000.0,
212,ПРИО-ВНЕШТОРГБАНК,620,2025-01-01,1,17758000.0,
3245,ФИНСТАР,ITGAP,2025-01-01,1,24640580000.0,
2402,ЕВРОФИНАНС МОСНАРБАНК,47.1,2025-01-01,1,649849000.0,
2402,ЕВРОФИНАНС МОСНАРБАНК,502,2025-01-01,1,15431908000.0,
2402,ЕВРОФИНАНС МОСНАРБАНК,90.6,2025-01-01,1,134281000.0,
2402,ЕВРОФИНАНС МОСНАРБАНК,532,2025-01-01,1,1527153000.0,
2402,ЕВРОФИНАНС МОСНАРБАНК,304,2025-01-01,1,133629000.0,
2402,ЕВРОФИНАНС МОСНАРБАНК,504,2025-01-01,1,3646767000.0,
2402,ЕВРОФИНАНС МОСНАРБАНК,20.0,2025-01-01,1,339491000.0,
702,НИКО-БАНК,458,2025-01-01,1,70333000.0,Да
2402,ЕВРОФИНАНС МОСНАРБАНК,301,2025-01-01,1,2346795000.0,
2402,ЕВРОФИНАНС МОСНАРБАНК,526,2025-01-01,1,0.0,
2402,ЕВРОФИНАНС МОСНАРБАНК,90.4,2025-01-01,1,1161255000.0,
2402,ЕВРОФИНАНС МОСНАРБАНК,806,2025-01-01,1,0.0,
702,НИКО-БАНК,99998,2025-01-01,1,12470511000.0,
702,НИКО-БАНК,706,2025-01-01,1,5554651000.0,
702,НИКО-БАНК,453,2025-01-01,1,460000.0,Да
2402,ЕВРОФИНАНС МОСНАРБАНК,808,2025-01-01,1,0.0,
3245,ФИНСТАР,99998,2025-01-01,1,9595180000.0,
2,ВИКИНГ,304,2025-01-01,1,10000000.0,
2,ВИКИНГ,45.0,2025-01-01,1,887442000.0,
2,ВИКИНГ,474,2025-01-01,1,62930000.0,
492,ДОНКОМБАНК,ITGAP,2025-01-01,1,4460754000.0,
492,ДОНКОМБАНК,99998,2025-01-01,1,1414905000.0,
492,ДОНКОМБАНК,620,2025-01-01,1,135823000.0,
492,ДОНКОМБАНК,504,2025-01-01,1,36539000.0,
492,ДОНКОМБАНК,45.2,2025-01-01,1,101615000.0,
492,ДОНКОМБАНК,90.5,2025-01-01,1,2443183000.0,
492,ДОНКОМБАНК,20.0,2025-01-01,1,205889000.0,
3330,ДЕНИЗБАНК МОСКВА,617,2025-01-01,1,66945000.0,
3330,ДЕНИЗБАНК МОСКВА,604,2025-01-01,1,154114000.0,
3330,ДЕНИЗБАНК МОСКВА,ITGAP,2025-01-01,1,0.0,
2,ВИКИНГ,459,2025-01-01,1,6382000.0,
2,ВИКИНГ,454,2025-01-01,1,62293000.0,Да
2932,НОВЫЙ МОСКОВСКИЙ БАНК,304,2025-01-01,1,10608000.0,
2932,НОВЫЙ МОСКОВСКИЙ БАНК,609,2025-01-01,1,29044000.0,
2932,НОВЫЙ МОСКОВСКИЙ БАНК,610,2025-01-01,1,0.0,
2932,НОВЫЙ МОСКОВСКИЙ БАНК,474,2025-01-01,1,16151000.0,
1927,МОДУЛЬБАНК,99998,2025-01-01,1,31550695000.0,
1927,МОДУЛЬБАНК,303,2025-01-01,1,88040053000.0,
3533,ЭЛЕКСИР,604,2025-01-01,1,9689000.0,
1927,МОДУЛЬБАНК,608,2025-01-01,1,219220000.0,
1927,МОДУЛЬБАНК,32.2,2025-01-01,1,27150446000.0,
2,ВИКИНГ,90.5,2025-01-01,1,2091046000.0,
2,ВИКИНГ,301,2025-01-01,1,26699000.0,
2,ВИКИНГ,526,2025-01-01,1,345000.0,
3533,ЭЛЕКСИР,ITGAP,2025-01-01,1,30000.0,
3324,ПЛАТЕЖИ И РАСЧЕТЫ,609,2025-01-01,1,65025000.0,
3324,ПЛАТЕЖИ И РАСЧЕТЫ,610,2025-01-01,1,0.0,
2048,САРОВБИЗНЕСБАНК,609,2025-01-01,1,294000.0,
2048,САРОВБИЗНЕСБАНК,502,2025-01-01,1,0.0,
3463,Ю БИ ЭС БАНК,610,2025-01-01,1,0.0,
2048,САРОВБИЗНЕСБАНК,706,2025-01-01,1,0.0,
2245,КОСМОС,45.0,2025-01-01,1,166986000.0,
2245,КОСМОС,90.6,2025-01-01,1,110000.0,
2245,КОСМОС,90.4,2025-01-01,1,233000.0,
2048,САРОВБИЗНЕСБАНК,301,2025-01-01,1,23000000.0,
3463,Ю БИ ЭС БАНК,47.1,2025-01-01,1,13137000.0,
3533,ЭЛЕКСИР,612,2025-01-01,1,0.0,
2789,МС БАНК РУС,45.2,2025-01-01,1,8952479000.0,
2789,МС БАНК РУС,301,2025-01-01,1,1400087000.0,
3463,Ю БИ ЭС БАНК,939,2025-01-01,1,0.0,
538,ПРОМСЕЛЬХОЗБАНК,90.3,2025-01-01,1,1000.0,
538,ПРОМСЕЛЬХОЗБАНК,933,2025-01-01,1,12449000.0,
2574,БАНК РМП,451,2025-01-01,1,129993000.0,Да
3245,ФИНСТАР,608,2025-01-01,1,157357000.0,
3527,БАНК ЧБРР,319,2025-01-01,1,5920000000.0,
3527,БАНК ЧБРР,474,2025-01-01,1,57064000.0,
3247,МОСКВА-СИТИ,325,2025-01-01,1,641000.0,
3247,МОСКВА-СИТИ,ITGAP,2025-01-01,1,0.0,
3247,МОСКВА-СИТИ,612,2025-01-01,1,0.0,
3247,МОСКВА-СИТИ,458,2025-01-01,1,177561000.0,Да
2609,ИТ БАНК,303,2025-01-01,1,773983000.0,
2609,ИТ БАНК,90.6,2025-01-01,1,3628000.0,
3527,БАНК ЧБРР,20.0,2025-01-01,1,367383000.0,
3341,МУРМАНСКИЙ РАСЧЕТНЫЙ ЦЕНТР,60.0,2025-01-01,1,16310000.0,
3341,МУРМАНСКИЙ РАСЧЕТНЫЙ ЦЕНТР,ITGAP,2025-01-01,1,0.0,
3341,МУРМАНСКИЙ РАСЧЕТНЫЙ ЦЕНТР,474,2025-01-01,1,26572000.0,
604,ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ БАНК,319,2025-01-01,1,1770000000.0,
101,БКС БАНК,111,2025-01-01,1,3000120000.0,
2629,ДЖ.П. МОРГАН БАНК ИНТЕРНЕШНЛ,504,2025-01-01,1,0.0,
2629,ДЖ.П. МОРГАН БАНК ИНТЕРНЕШНЛ,604,2025-01-01,1,394773000.0,
2629,ДЖ.П. МОРГАН БАНК ИНТЕРНЕШНЛ,302,2025-01-01,1,171892000.0,
3341,МУРМАНСКИЙ РАСЧЕТНЫЙ ЦЕНТР,617,2025-01-01,1,6294000.0,
3341,МУРМАНСКИЙ РАСЧЕТНЫЙ ЦЕНТР,458,2025-01-01,1,145000.0,Да
3341,МУРМАНСКИЙ РАСЧЕТНЫЙ ЦЕНТР,612,2025-01-01,1,0.0,
101,БКС БАНК,506,2025-01-01,1,10000.0,
2748,БМ-БАНК,459,2025-01-01,1,11507276000.0,
2682,КРОКУС-БАНК,302,2025-01-01,1,14178000.0,
2682,КРОКУС-БАНК,475,2025-01-01,1,0.0,
2682,КРОКУС-БАНК,612,2025-01-01,1,0.0,
2557,СИТИБАНК,ITGAP,2025-01-01,1,56595341000.0,
2557,СИТИБАНК,99998,2025-01-01,1,10262455000.0,
2557,СИТИБАНК,301,2025-01-01,1,760496244000.0,
2557,СИТИБАНК,507,2025-01-01,1,4449000.0,
2682,КРОКУС-БАНК,301,2025-01-01,1,218836000.0,
328,РОССИЯ,802,2025-01-01,1,3735721000.0,
328,РОССИЯ,506,2025-01-01,1,10976133000.0,
328,РОССИЯ,512,2025-01-01,1,1193473000.0,
604,ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ БАНК,612,2025-01-01,1,0.0,
2682,КРОКУС-БАНК,99998,2025-01-01,1,3171414000.0,
2748,БМ-БАНК,612,2025-01-01,1,0.0,
2748,БМ-БАНК,32.1,2025-01-01,1,367610000000.0,
779,РУССКИЙ БАНК СБЕРЕЖЕНИЙ,608,2025-01-01,1,43833000.0,
779,РУССКИЙ БАНК СБЕРЕЖЕНИЙ,609,2025-01-01,1,1344000.0,
779,РУССКИЙ БАНК СБЕРЕЖЕНИЙ,90.5,2025-01-01,1,4900000.0,
1151,КАЛУГА,90.6,2025-01-01,1,1099000.0,
1151,КАЛУГА,459,2025-01-01,1,527000.0,
1151,КАЛУГА,458,2025-01-01,1,579000.0,Да
1151,КАЛУГА,319,2025-01-01,1,409200000.0,
1151,КАЛУГА,ITGAP,2025-01-01,1,0.0,
779,РУССКИЙ БАНК СБЕРЕЖЕНИЙ,302,2025-01-01,1,373000.0,
3300,КОШЕЛЕВ-БАНК,604,2025-01-01,1,122144000.0,
3300,КОШЕЛЕВ-БАНК,620,2025-01-01,1,5350000.0,
3300,КОШЕЛЕВ-БАНК,939,2025-01-01,1,4958000.0,
3300,КОШЕЛЕВ-БАНК,306,2025-01-01,1,40562000.0,
3099,РОССИЙСКАЯ ФИНАНСОВАЯ КОРПОРАЦИЯ,ITGAP,2025-01-01,1,3483296000.0,
3099,РОССИЙСКАЯ ФИНАНСОВАЯ КОРПОРАЦИЯ,45.0,2025-01-01,1,240945000.0,
3099,РОССИЙСКАЯ ФИНАНСОВАЯ КОРПОРАЦИЯ,304,2025-01-01,1,9268000.0,
3099,РОССИЙСКАЯ ФИНАНСОВАЯ КОРПОРАЦИЯ,20.0,2025-01-01,1,4708239000.0,
3490,ГОЛДМАН САКС БАНК,608,2025-01-01,1,626263000.0,
3490,ГОЛДМАН САКС БАНК,60.0,2025-01-01,1,37035000.0,
3490,ГОЛДМАН САКС БАНК,ITGAP,2025-01-01,1,0.0,
2494,БАНК КРЕДИТ СВИСС (МОСКВА),ITGAP,2025-01-01,1,4095292000.0,
3300,КОШЕЛЕВ-БАНК,20.0,2025-01-01,1,473151000.0,
2494,БАНК КРЕДИТ СВИСС (МОСКВА),474,2025-01-01,1,32151000.0,
3242,МЕЖБАНКОВСКИЙ КРЕДИТНЫЙ СОЮЗ,608,2025-01-01,1,10614000.0,
3245,ФИНСТАР,802,2025-01-01,1,6695000.0,
3245,ФИНСТАР,610,2025-01-01,1,7550000.0,
3245,ФИНСТАР,805,2025-01-01,1,1431000.0,
3245,ФИНСТАР,45.0,2025-01-01,1,1452768000.0,
3245,ФИНСТАР,306,2025-01-01,1,56000.0,
3245,ФИНСТАР,933,2025-01-01,1,44586000.0,
3245,ФИНСТАР,616,2025-01-01,1,0.0,
2216,БАНК ИНТЕЗА,609,2025-01-01,1,974746000.0,
2216,БАНК ИНТЕЗА,90.5,2025-01-01,1,56075947000.0,
2216,БАНК ИНТЕЗА,459,2025-01-01,1,331526000.0,
2216,БАНК ИНТЕЗА,454,2025-01-01,1,1405107000.0,Да
3242,МЕЖБАНКОВСКИЙ КРЕДИТНЫЙ СОЮЗ,ITGAP,2025-01-01,1,852363000.0,
170,АВТО ФИНАНС БАНК,458,2025-01-01,1,2066063000.0,Да
2494,БАНК КРЕДИТ СВИСС (МОСКВА),610,2025-01-01,1,0.0,
2494,БАНК КРЕДИТ СВИСС (МОСКВА),20.0,2025-01-01,1,0.0,
2587,АКИБАНК,90.5,2025-01-01,1,16471163000.0,
2587,АКИБАНК,20.0,2025-01-01,1,1028940000.0,
2587,АКИБАНК,459,2025-01-01,1,106574000.0,
2587,АКИБАНК,301,2025-01-01,1,1137021000.0,
2587,АКИБАНК,90.4,2025-01-01,1,1943300000.0,
2587,АКИБАНК,32.2,2025-01-01,1,1030959000.0,
708,БАНК КАЗАНИ,90.6,2025-01-01,1,956988000.0,
2587,АКИБАНК,90.6,2025-01-01,1,724672000.0,
708,БАНК КАЗАНИ,609,2025-01-01,1,228983000.0,
708,БАНК КАЗАНИ,306,2025-01-01,1,136606000.0,
604,ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ БАНК,45.2,2025-01-01,1,9720000.0,
604,ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ БАНК,609,2025-01-01,1,29484000.0,
604,ПЕРВЫЙ ИНВЕСТИЦИОННЫЙ БАНК,604,2025-01-01,1,494681000.0,
708,БАНК КАЗАНИ,604,2025-01-01,1,696438000.0,
2494,БАНК КРЕДИТ СВИСС (МОСКВА),60.0,2025-01-01,1,40571000.0,
3314,ЭЛЕКСНЕТ,32.2,2025-01-01,1,1750000.0,
2494,БАНК КРЕДИТ СВИСС (МОСКВА),612,2025-01-01,1,0.0,
2645,ЕНИСЕЙСКИЙ ОБЪЕДИНЕННЫЙ БАНК,619,2025-01-01,1,817000.0,
2645,ЕНИСЕЙСКИЙ ОБЪЕДИНЕННЫЙ БАНК,475,2025-01-01,1,756000.0,
2645,ЕНИСЕЙСКИЙ ОБЪЕДИНЕННЫЙ БАНК,99996,2025-01-01,1,538000.0,
3314,ЭЛЕКСНЕТ,458,2025-01-01,1,629000.0,Да
2645,ЕНИСЕЙСКИЙ ОБЪЕДИНЕННЫЙ БАНК,60.0,2025-01-01,1,22553000.0,
3314,ЭЛЕКСНЕТ,ITGAP,2025-01-01,1,640749000.0,
3314,ЭЛЕКСНЕТ,90.6,2025-01-01,1,18232000.0,
170,АВТО ФИНАНС БАНК,620,2025-01-01,1,0.0,
1000,ВТБ,474,2025-01-01,1,1808707321000.0,
1000,ВТБ,939,2025-01-01,1,127105107000.0,
1000,ВТБ,20.0,2025-01-01,1,372288463000.0,
1000,ВТБ,306,2025-01-01,1,4476432000.0,
1000,ВТБ,937,2025-01-01,1,121123722000.0,
2900,ЗЕМСКИЙ БАНК,106,2025-01-01,1,14176000.0,
2900,ЗЕМСКИЙ БАНК,45.0,2025-01-01,1,3457182000.0,
2900,ЗЕМСКИЙ БАНК,304,2025-01-01,1,217204000.0,
2900,ЗЕМСКИЙ БАНК,474,2025-01-01,1,162842000.0,
2900,ЗЕМСКИЙ БАНК,ITGAP,2025-01-01,1,0.0,
2900,ЗЕМСКИЙ БАНК,302,2025-01-01,1,73020000.0,
3293,РУСЬУНИВЕРСАЛБАНК,706,2025-01-01,1,5593797000.0,
1000,ВТБ,458,2025-01-01,1,486784838000.0,Да
2638,ПРОМТРАНСБАНК,616,2025-01-01,1,0.0,
2638,ПРОМТРАНСБАНК,526,2025-01-01,1,0.0,
2638,ПРОМТРАНСБАНК,941,2025-01-01,1,0.0,
2638,ПРОМТРАНСБАНК,20.0,2025-01-01,1,61043000.0,
2638,ПРОМТРАНСБАНК,304,2025-01-01,1,224579000.0,
2499,КРОНА-БАНК,90.5,2025-01-01,1,2693311000.0,
2499,КРОНА-БАНК,319,2025-01-01,1,360000000.0,
2499,КРОНА-БАНК,302,2025-01-01,1,753000.0,
1000,ВТБ,ITGAP,2025-01-01,1,108735250625000.0,
2499,КРОНА-БАНК,459,2025-01-01,1,13000.0,
3293,РУСЬУНИВЕРСАЛБАНК,90.3,2025-01-01,1,3000.0,
1788,ПОЧТОБАНК,99998,2025-01-01,1,1178706000.0,
1788,ПОЧТОБАНК,608,2025-01-01,1,37314000.0,
1788,ПОЧТОБАНК,90.5,2025-01-01,1,2005776000.0,
1788,ПОЧТОБАНК,45.0,2025-01-01,1,367903000.0,
2208,ФОРШТАДТ,90.4,2025-01-01,1,3059062000.0,
493,ЧЕЛЯБИНВЕСТБАНК,99998,2025-01-01,1,57789754000.0,
493,ЧЕЛЯБИНВЕСТБАНК,604,2025-01-01,1,3316731000.0,
493,ЧЕЛЯБИНВЕСТБАНК,111,2025-01-01,1,400200000.0,
493,ЧЕЛЯБИНВЕСТБАНК,90.4,2025-01-01,1,9188694000.0,
493,ЧЕЛЯБИНВЕСТБАНК,620,2025-01-01,1,0.0,
493,ЧЕЛЯБИНВЕСТБАНК,608,2025-01-01,1,46134000.0,
2208,ФОРШТАДТ,99996,2025-01-01,1,0.0,
